idx	dt	s1	s2	s3
0	2020-09-30 21:00:00	-63.54	
1	2020-09-30 21:01:00	-63.71	-69.18	-67.54
2	2020-09-30 21:02:00	-63.54	-69.45	-67.98
3	2020-09-30 21:03:00	-63.54	-69.4	-68.03
4	2020-09-30 21:04:00	-63.82	-69.51	-67.87
5	2020-09-30 21:05:00	-64.04	-69.4	-68.09
6	2020-09-30 21:06:00	-63.98	-69.51	-67.98
7	2020-09-30 21:07:00	-63.98	-69.62	-68.09
8	2020-09-30 21:08:00	-64.2	-69.62	-68.25
9	2020-09-30 21:09:00	-64.09	-69.56	-68.25
10	2020-09-30 21:10:00	-64.36	-69.67	-68.25
11	2020-09-30 21:11:00	-64.25	-69.73	-68.41
12	2020-09-30 21:18:00	-64.58	-70.17	-68.63
13	2020-09-30 21:18:00	-64.58	-70.17	-68.63
14	2020-09-30 21:19:00	-64.53	-70.28	-68.69
15	2020-09-30 21:20:00	-64.58	-70.17	-68.69
16	2020-09-30 21:21:00	-64.53	-70.28	-68.69
17	2020-09-30 21:22:00	-64.58	-70.28	-68.91
18	2020-09-30 21:23:00	-64.53	-70.44	-68.85
19	2020-09-30 21:24:00	-64.75	-70.6	-69.02
20	2020-09-30 21:25:00	-64.75	-70.33	-69.02
21	2020-09-30 21:26:00	-64.8	-70.44	-69.07
22	2020-09-30 21:27:00	-64.86	-70.28	-68.96
23	2020-09-30 21:28:00	-65.02	-70.17	-69.13
24	2020-09-30 21:29:00	-64.91	-70.11	-69.24
25	2020-09-30 21:30:00	-64.75	-70.22	-69.18
26	2020-09-30 21:31:00	-64.8	-70.11	-69.24
27	2020-09-30 21:32:00	-65.08	-70.17	-69.18
28	2020-09-30 21:33:00	-65.02	-70.06	-69.18
29	2020-09-30 21:34:00	-65.24	-70.17	-69.18
30	2020-09-30 21:35:00	-65.02	-70.17	-69.45
31	2020-09-30 21:36:00	-65.18	-70.17	-69.35
32	2020-09-30 21:37:00	-65.29	-70.17	-69.35
33	2020-09-30 21:38:00	-65.24	-70.17	-69.4
34	2020-09-30 21:39:00	-65.29	-70.22	-69.45
35	2020-09-30 21:40:00	-65.29	-70.44	-69.51
36	2020-09-30 21:41:00	-65.46	-70.44	-69.62
37	2020-09-30 21:42:00	-65.46	-70.6	-69.56
38	2020-09-30 21:43:00	-65.57	-70.71	-69.56
39	2020-09-30 21:44:00	-65.46	-70.77	-69.62
40	2020-09-30 21:45:00	-65.57	-70.82	-69.67
41	2020-09-30 21:46:00	-65.46	-70.88	-69.67
42	2020-09-30 21:47:00	-65.62	-70.88	-70
43	2020-09-30 21:48:00	-65.68	-71.15	-69.67
44	2020-09-30 21:49:00	-65.46	-71.04	-69.89
45	2020-09-30 21:50:00	-65.68	-70.99	-69.78
46	2020-09-30 21:51:00	-65.79	-70.99	-69.89
47	2020-09-30 21:52:00	-65.68	-70.99	-70.17
48	2020-09-30 21:53:00	-65.9	-70.99	-70.11
49	2020-09-30 21:54:00	-65.79	-71.04	-70
50	2020-09-30 21:55:00	-65.73	-70.99	-70.06
51	2020-09-30 21:56:00	-65.79	-71.04	-70.11
52	2020-09-30 21:57:00	-65.9	-71.15	-70.06
53	2020-09-30 21:58:00	-65.9	-71.21	-70.06
54	2020-09-30 21:59:00	-65.95	-70.99	-70
55	2020-09-30 22:00:00	-65.95	-71.15	-70.11
56	2020-09-30 22:01:00	-65.95	-71.59	-70.28
57	2020-09-30 22:02:00	-65.9	-71.37	-70.11
58	2020-09-30 22:03:00	-66.01	-71.59	-70.28
59	2020-09-30 22:04:00	-66.12	-71.32	-70.28
60	2020-09-30 22:05:00	-66.01	-71.59	-70.22
61	2020-09-30 22:06:00	-66.22	-71.7	-70.17
62	2020-09-30 22:07:00	-66.12	-71.7	-70.22
63	2020-09-30 22:08:00	-66.12	-71.64	-70.28
64	2020-09-30 22:09:00	-66.17	-71.86	-70.44
65	2020-09-30 22:10:00	-66.22	-72.03	-70.28
66	2020-09-30 22:11:00	-66.22	-72.03	-70.44
67	2020-09-30 22:12:00	-66.39	-72.08	-70.33
68	2020-09-30 22:13:00	-66.12	-72.14	-70.49
69	2020-09-30 22:19:00	-66.39	-72.25	-70.49
70	2020-09-30 22:20:00	-66.44	-72.3	-70.66
71	2020-09-30 22:21:00	-66.5	-72.3	-70.6
72	2020-09-30 22:22:00	-66.5	-72.41	-70.66
73	2020-09-30 22:23:00	-66.5	-72.41	-70.71
74	2020-09-30 22:24:00	-66.83	-72.47	-70.55
75	2020-09-30 22:25:00	-66.77	-72.3	-70.71
76	2020-09-30 22:26:00	-66.72	-72.58	-70.77
77	2020-09-30 22:27:00	-66.72	-72.68	-70.6
78	2020-09-30 22:28:00	-66.77	-72.47	-70.88
79	2020-09-30 22:29:00	-66.77	-72.63	-70.99
80	2020-09-30 22:30:00	-66.77	-72.63	-70.99
81	2020-09-30 22:31:00	-66.66	-72.74	-70.71
82	2020-09-30 22:32:00	-66.66	-72.63	-70.82
83	2020-09-30 22:33:00	-66.94	-72.74	-70.82
84	2020-09-30 22:34:00	-66.83	-72.85	-71.1
85	2020-09-30 22:35:00	-67.1	-72.85	-70.99
86	2020-09-30 22:36:00	-66.88	-72.96	-70.82
87	2020-09-30 22:37:00	-66.99	-72.96	-71.1
88	2020-09-30 22:38:00	-66.83	-72.9	-70.99
89	2020-09-30 22:39:00	-66.94	-73.01	-71.1
90	2020-09-30 22:40:00	-66.88	-73.12	-71.15
91	2020-09-30 22:41:00	-66.99	-73.12	-71.04
92	2020-09-30 22:42:00	-66.99	-73.12	-71.21
93	2020-09-30 22:43:00	-67.05	-73.01	-71.15
94	2020-09-30 22:44:00	-67.05	-73.18	-71.32
95	2020-09-30 22:45:00	-66.99	-73.23	-71.21
96	2020-09-30 22:46:00	-67.21	-73.12	-71.43
97	2020-09-30 22:47:00	-67.05	-73.29	-71.37
98	2020-09-30 22:48:00	-67.21	-73.29	-71.21
99	2020-09-30 22:49:00	-67.1	-73.12	-71.59
100	2020-09-30 22:50:00	-67.1	-73.29	-71.54
101	2020-09-30 22:51:00	-67.27	-73.23	-71.26
102	2020-09-30 22:52:00	-66.94	-73.23	-71.81
103	2020-09-30 22:53:00	-67.32	-73.29	-71.54
104	2020-09-30 22:54:00	-67.21	-73.29	-71.37
105	2020-09-30 22:55:00	-67.27	-73.4	-71.7
106	2020-09-30 22:56:00	-67.37	-73.29	-71.59
107	2020-09-30 22:57:00	-67.37	-73.29	-71.64
108	2020-09-30 22:58:00	-67.1	-73.4	-71.59
109	2020-09-30 22:59:00	-67.37	-73.4	-71.54
110	2020-09-30 23:00:00	-67.32	-73.4	-71.64
111	2020-09-30 23:01:00	-67.37	-73.34	-71.7
112	2020-09-30 23:02:00	-67.43	-73.4	-71.7
113	2020-09-30 23:03:00	-67.43	-73.34	-71.64
114	2020-09-30 23:04:00	-67.54	-73.45	-71.86
115	2020-09-30 23:05:00	-67.27	-73.45	-71.81
116	2020-09-30 23:06:00	-67.43	-73.51	-71.81
117	2020-09-30 23:07:00	-67.59	-73.45	-71.81
118	2020-09-30 23:08:00	-67.59	-73.45	-72.03
119	2020-09-30 23:09:00	-67.48	-73.56	-71.75
120	2020-09-30 23:10:00	-67.43	-73.51	-71.92
121	2020-09-30 23:11:00	-67.59	-73.51	-71.92
122	2020-09-30 23:12:00	-67.54	-73.29	-71.81
123	2020-09-30 23:13:00	-67.76	-73.34	-72.03
124	2020-09-30 23:14:00	-67.92	-73.51	-72.03
125	2020-09-30 23:15:00	-67.76	-73.51	-72.08
126	2020-09-30 23:16:00	-67.76	-73.78	-72.08
127	2020-09-30 23:17:00	-67.98	-73.56	-72.08
128	2020-09-30 23:18:00	-67.59	-73.51	-72.36
129	2020-09-30 23:19:00	-67.65	-73.51	-72.14
130	2020-09-30 23:20:00	-67.65	-73.51	-72.08
131	2020-09-30 23:21:00	-67.76	-73.56	-72.19
132	2020-09-30 23:22:00	-67.65	-73.51	-72.19
133	2020-09-30 23:23:00	-67.87	-73.56	-71.86
134	2020-09-30 23:24:00	-67.87	-73.72	-72.3
135	2020-09-30 23:32:00	-67.87	-73.67	-72.41
136	2020-09-30 23:32:00	-67.87	-73.67	-72.41
137	2020-09-30 23:32:00	-67.87	-73.67	-72.41
138	2020-09-30 23:32:00	-67.87	-73.67	-72.41
139	2020-09-30 23:33:00	-67.98	-73.72	-72.47
140	2020-09-30 23:34:00	-67.98	-73.72	-72.58
141	2020-09-30 23:35:00	-68.14	-73.67	-72.41
142	2020-09-30 23:36:00	-68.03	-73.78	-72.58
143	2020-09-30 23:37:00	-67.98	-73.83	-72.41
144	2020-09-30 23:38:00	-68.03	-73.67	-72.68
145	2020-09-30 23:39:00	-67.92	-73.89	-72.68
146	2020-09-30 23:40:00	-67.81	-73.83	-72.85
147	2020-09-30 23:41:00	-68.25	-73.94	-72.47
148	2020-09-30 23:42:00	-68.25	-73.89	-72.63
149	2020-09-30 23:43:00	-68.03	-73.83	-72.63
150	2020-09-30 23:44:00	-68.09	-73.83	-72.79
151	2020-09-30 23:45:00	-68.14	-74	-72.74
152	2020-09-30 23:46:00	-68.14	-73.83	-72.68
153	2020-09-30 23:47:00	-68.25	-73.94	-72.9
154	2020-09-30 23:48:00	-68.14	-73.83	-72.58
155	2020-09-30 23:49:00	-68.25	-73.83	-72.68
156	2020-09-30 23:50:00	-68.31	-73.89	-72.63
157	2020-09-30 23:51:00	-68.25	-73.94	-72.68
158	2020-09-30 23:52:00	-68.14	-73.89	-72.63
159	2020-09-30 23:53:00	-68.25	-74.11	-72.9
160	2020-09-30 23:54:00	-68.31	-74.05	-72.85
161	2020-09-30 23:55:00	-68.09	-73.89	-72.85
162	2020-09-30 23:56:00	-68.09	-74.05	-72.96
163	2020-09-30 23:57:00	-68.41	-74.05	-72.9
164	2020-09-30 23:58:00	-68.31	-74.22	-72.96
165	2020-09-30 23:59:00	-68.31	-74.11	-73.01
166	2020-10-01 00:00:00	-68.25	-73.94	-72.96
167	2020-10-01 00:01:00	-68.41	-73.94	-72.96
168	2020-10-01 00:02:00	-68.14	-74	-73.01
169	2020-10-01 00:03:00	-68.41	-74	-72.9
170	2020-10-01 00:04:00	-68.36	-73.89	-72.96
171	2020-10-01 00:05:00	-68.36	-74.05	-73.18
172	2020-10-01 00:06:00	-68.31	-74.05	-73.18
173	2020-10-01 00:07:00	-68.36	-74.05	-73.12
174	2020-10-01 00:08:00	-68.52	-73.94	-73.23
175	2020-10-01 00:09:00	-68.31	-74.05	-73.34
176	2020-10-01 00:10:00	-68.41	-74	-73.23
177	2020-10-01 00:11:00	-68.52	-74.22	-73.01
178	2020-10-01 00:12:00	-68.36	-74	-73.12
179	2020-10-01 00:13:00	-68.63	-74.11	-73.4
180	2020-10-01 00:14:00	-68.47	-74.05	-73.12
181	2020-10-01 00:15:00	-68.58	-74.05	-72.96
182	2020-10-01 00:16:00	-68.52	-74.22	-73.23
183	2020-10-01 00:17:00	-68.41	-74.11	-73.4
184	2020-10-01 00:18:00	-68.41	-74.27	-73.4
185	2020-10-01 00:19:00	-68.47	-74.05	-73.23
186	2020-10-01 00:20:00	-68.47	-74.27	-73.34
187	2020-10-01 00:21:00	-68.52	-74.11	-73.29
188	2020-10-01 00:22:00	-68.52	-74.22	-73.45
189	2020-10-01 00:23:00	-68.47	-74.22	-73.4
190	2020-10-01 00:24:00	-68.58	-74.33	-73.45
191	2020-10-01 00:25:00	-68.52	-74.11	-73.34
192	2020-10-01 00:26:00	-68.69	-74.33	-73.51
193	2020-10-01 00:27:00	-68.58	-74.05	-73.56
194	2020-10-01 00:28:00	-68.63	-74.22	-73.4
195	2020-10-01 00:29:00	-68.63	-74.27	-73.4
196	2020-10-01 00:30:00	-68.58	-74.11	-73.45
197	2020-10-01 00:31:00	-68.52	-74.38	-73.51
198	2020-10-01 00:32:00	-68.52	-74.11	-73.56
199	2020-10-01 00:33:00	-68.69	-74.33	-73.78
200	2020-10-01 00:34:00	-68.85	-74.11	-73.45
201	2020-10-01 00:35:00	-68.85	-74.44	-73.67
202	2020-10-01 00:36:00	-68.58	-74.22	-73.72
203	2020-10-01 00:37:00	-68.85	-74.33	-73.89
204	2020-10-01 00:38:00	-68.63	-74.44	-73.56
205	2020-10-01 00:39:00	-68.91	-74.44	-73.56
206	2020-10-01 00:40:00	-68.85	-74.27	-73.83
207	2020-10-01 00:41:00	-68.8	-74.38	-73.56
208	2020-10-01 00:42:00	-68.69	-74.27	-73.4
209	2020-10-01 00:43:00	-68.91	-74.27	-73.51
210	2020-10-01 00:44:00	-68.85	-74.38	-73.56
211	2020-10-01 00:45:00	-68.91	-74.33	-73.4
212	2020-10-01 00:46:00	-68.8	-74.38	-73.72
213	2020-10-01 00:47:00	-68.91	-74.38	-73.89
214	2020-10-01 00:48:00	-68.8	-74.55	-73.72
215	2020-10-01 00:49:00	-68.91	-74.49	-73.67
216	2020-10-01 00:50:00	-68.69	-74.44	-73.67
217	2020-10-01 00:51:00	-68.91	-74.33	-73.72
218	2020-10-01 00:52:00	-68.69	-74.44	-73.72
219	2020-10-01 00:53:00	-68.8	-74.38	-73.78
220	2020-10-01 00:54:00	-69.02	-74.33	-73.83
221	2020-10-01 00:55:00	-68.96	-74.6	-73.89
222	2020-10-01 00:56:00	-68.85	-74.44	-73.4
223	2020-10-01 00:57:00	-68.96	-74.6	-74.05
224	2020-10-01 00:58:00	-68.91	-74.27	-73.89
225	2020-10-01 00:59:00	-68.96	-74.44	-73.83
226	2020-10-01 01:00:00	-68.91	-74.49	-73.83
227	2020-10-01 01:01:00	-68.96	-74.33	-73.94
228	2020-10-01 01:02:00	-69.02	-74.66	-74
229	2020-10-01 01:03:00	-68.96	-74.44	-73.72
230	2020-10-01 01:09:00	-69.07	-74.76	-73.83
231	2020-10-01 01:10:00	-69.13	-74.6	-73.78
232	2020-10-01 01:11:00	-69.07	-74.49	-73.83
233	2020-10-01 01:12:00	-69.02	-74.6	-73.78
234	2020-10-01 01:13:00	-69.02	-74.6	-73.72
235	2020-10-01 01:14:00	-69.18	-74.76	-74.05
236	2020-10-01 01:15:00	-68.96	-74.76	-73.51
237	2020-10-01 01:16:00	-69.18	-74.82	-74.11
238	2020-10-01 01:17:00	-69.02	-74.98	-73.94
239	2020-10-01 01:18:00	-69.13	-74.66	-73.89
240	2020-10-01 01:19:00	-69.07	-74.82	-74.05
241	2020-10-01 01:20:00	-69.18	-74.87	-73.89
242	2020-10-01 01:21:00	-69.13	-74.87	-74.05
243	2020-10-01 01:22:00	-69.07	-74.66	-73.94
244	2020-10-01 01:23:00	-69.18	-74.87	-74.05
245	2020-10-01 01:24:00	-69.24	-74.76	-73.94
246	2020-10-01 01:25:00	-69.35	-74.87	-73.94
247	2020-10-01 01:26:00	-69.13	-74.82	-73.94
248	2020-10-01 01:27:00	-69.18	-74.76	-73.83
249	2020-10-01 01:28:00	-69.18	-74.93	-74.05
250	2020-10-01 01:29:00	-69.02	-74.87	-73.94
251	2020-10-01 01:30:00	-69.18	-74.87	-74.11
252	2020-10-01 01:31:00	-69.24	-74.87	-74
253	2020-10-01 01:32:00	-69.24	-74.76	-73.94
254	2020-10-01 01:33:00	-69.18	-74.87	-74.22
255	2020-10-01 01:34:00	-69.13	-74.93	-74
256	2020-10-01 01:35:00	-69.35	-74.93	-74.05
257	2020-10-01 01:36:00	-69.24	-74.76	-74
258	2020-10-01 01:37:00	-69.35	-74.93	-73.94
259	2020-10-01 01:38:00	-69.24	-74.87	-74.11
260	2020-10-01 01:39:00	-69.35	-74.87	-74.22
261	2020-10-01 01:40:00	-69.18	-74.98	-73.94
262	2020-10-01 01:41:00	-69.35	-74.87	-74.11
263	2020-10-01 01:42:00	-69.4	-75.15	-74.27
264	2020-10-01 01:43:00	-69.18	-74.87	-74.05
265	2020-10-01 01:44:00	-69.45	-74.87	-74.11
266	2020-10-01 01:45:00	-69.24	-75.15	-74.11
267	2020-10-01 01:46:00	-69.4	-74.87	-74.27
268	2020-10-01 01:47:00	-69.4	-75.15	-74.6
269	2020-10-01 01:48:00	-69.24	-75.04	-74.38
270	2020-10-01 01:49:00	-69.56	-75.09	-74.33
271	2020-10-01 01:50:00	-69.4	-74.98	-74.11
272	2020-10-01 01:51:00	-69.45	-74.87	-74.22
273	2020-10-01 01:52:00	-69.45	-75.04	-74.38
274	2020-10-01 01:53:00	-69.4	-75.09	-74.27
275	2020-10-01 01:54:00	-69.4	-75.2	-74.11
276	2020-10-01 01:55:00	-69.45	-74.93	-74.22
277	2020-10-01 01:56:00	-69.51	-74.87	-74.49
278	2020-10-01 01:57:00	-69.45	-74.93	-74.27
279	2020-10-01 01:58:00	-69.56	-74.98	-74.22
280	2020-10-01 01:59:00	-69.4	-75.15	-74.38
281	2020-10-01 02:00:00	-69.4	-75.04	-74.11
282	2020-10-01 02:01:00	-69.56	-75.31	-74.49
283	2020-10-01 02:02:00	-69.4	-75.15	-74.38
284	2020-10-01 02:03:00	-69.56	-75.09	-74.27
285	2020-10-01 02:04:00	-69.4	-75.2	-74.49
286	2020-10-01 02:05:00	-69.45	-75.15	-74.49
287	2020-10-01 02:06:00	-69.56	-75.31	-74.11
288	2020-10-01 02:07:00	-69.62	-75.15	-74.38
289	2020-10-01 02:08:00	-69.45	-75.2	-74.49
290	2020-10-01 02:09:00	-69.51	-75.31	-74.33
291	2020-10-01 02:10:00	-69.51	-75.31	-74.49
292	2020-10-01 02:11:00	-69.45	-75.15	-74.38
293	2020-10-01 02:12:00	-69.62	-75.37	-74.44
294	2020-10-01 02:13:00	-69.51	-75.48	-74.55
295	2020-10-01 02:14:00	-69.73	-75.15	-74.44
296	2020-10-01 02:15:00	-69.56	-75.31	-74.38
297	2020-10-01 02:16:00	-69.56	-75.15	-74.38
298	2020-10-01 02:17:00	-69.62	-75.48	-74.55
299	2020-10-01 02:18:00	-69.51	-75.2	-74.49
300	2020-10-01 02:19:00	-69.51	-75.2	-74.49
301	2020-10-01 02:20:00	-69.67	-75.37	-74.49
302	2020-10-01 02:21:00	-69.51	-75.37	-74.33
303	2020-10-01 02:22:00	-69.62	-75.48	-74.55
304	2020-10-01 02:23:00	-69.56	-75.31	-74.55
305	2020-10-01 02:24:00	-69.67	-75.37	-74.27
306	2020-10-01 02:25:00	-69.73	-75.31	-74.49
307	2020-10-01 02:26:00	-69.56	-75.42	-74.49
308	2020-10-01 02:27:00	-69.67	-75.64	-74.49
309	2020-10-01 02:28:00	-69.51	-75.31	-74.44
310	2020-10-01 02:29:00	-69.73	-75.42	-74.6
311	2020-10-01 02:30:00	-69.95	-75.42	-74.49
312	2020-10-01 02:31:00	-69.95	-75.2	-74.49
313	2020-10-01 02:32:00	-69.62	-75.37	-74.49
314	2020-10-01 02:33:00	-69.73	-75.37	-74.44
315	2020-10-01 02:34:00	-69.73	-75.42	-74.55
316	2020-10-01 02:35:00	-69.62	-75.37	-74.49
317	2020-10-01 02:36:00	-69.73	-75.59	-74.6
318	2020-10-01 02:36:00	-69.73	-75.59	-74.6
319	2020-10-01 02:36:00	-69.73	-75.59	-74.6
320	2020-10-01 02:36:00	-69.73	-75.59	-74.6
321	2020-10-01 02:37:00	-69.62	-75.53	-74.66
322	2020-10-01 02:38:00	-69.73	-75.59	-74.76
323	2020-10-01 02:39:00	-69.73	-75.48	-74.44
324	2020-10-01 02:40:00	-69.95	-75.48	-74.66
325	2020-10-01 02:41:00	-69.78	-75.48	-74.49
326	2020-10-01 02:42:00	-69.78	-75.42	-74.66
327	2020-10-01 02:43:00	-69.73	-75.48	-74.49
328	2020-10-01 02:44:00	-69.56	-75.48	-74.6
329	2020-10-01 02:45:00	-69.73	-75.64	-74.93
330	2020-10-01 02:46:00	-69.73	-75.42	-74.76
331	2020-10-01 02:47:00	-69.89	-75.53	-74.6
332	2020-10-01 02:48:00	-69.67	-75.48	-74.44
333	2020-10-01 02:49:00	-69.78	-75.42	-74.55
334	2020-10-01 02:50:00	-69.78	-75.53	-74.55
335	2020-10-01 02:51:00	-69.73	-75.53	-74.55
336	2020-10-01 02:52:00	-69.89	-75.53	-74.49
337	2020-10-01 02:53:00	-69.67	-75.7	-74.82
338	2020-10-01 02:54:00	-69.78	-75.59	-74.66
339	2020-10-01 02:55:00	-69.78	-75.8	-74.87
340	2020-10-01 02:56:00	-69.67	-75.53	-74.66
341	2020-10-01 02:57:00	-69.89	-75.53	-74.55
342	2020-10-01 02:58:00	-69.73	-75.59	-74.82
343	2020-10-01 02:59:00	-70	-75.7	-74.55
344	2020-10-01 03:00:00	-69.89	-75.64	-74.82
345	2020-10-01 03:01:00	-69.95	-75.59	-74.76
346	2020-10-01 03:02:00	-69.78	-75.86	-74.87
347	2020-10-01 03:03:00	-69.89	-75.59	-74.87
348	2020-10-01 03:04:00	-69.78	-75.53	-74.76
349	2020-10-01 03:05:00	-69.73	-75.7	-74.76
350	2020-10-01 03:06:00	-69.89	-75.64	-74.76
351	2020-10-01 03:07:00	-69.95	-75.59	-74.87
352	2020-10-01 03:08:00	-69.89	-75.59	-74.66
353	2020-10-01 03:09:00	-69.95	-75.59	-74.66
354	2020-10-01 03:10:00	-69.89	-75.7	-74.82
355	2020-10-01 03:11:00	-69.78	-75.59	-74.6
356	2020-10-01 03:12:00	-69.89	-75.8	-74.87
357	2020-10-01 03:13:00	-69.89	-75.59	-74.82
358	2020-10-01 03:14:00	-69.95	-75.64	-74.82
359	2020-10-01 03:15:00	-69.78	-75.59	-74.87
360	2020-10-01 03:16:00	-69.95	-75.53	-74.82
361	2020-10-01 03:17:00	-70.06	-75.8	-75.09
362	2020-10-01 03:18:00	-69.95	-75.48	-74.82
363	2020-10-01 03:19:00	-70	-75.64	-74.98
364	2020-10-01 03:20:00	-69.89	-75.7	-74.82
365	2020-10-01 03:21:00	-69.89	-75.64	-74.76
366	2020-10-01 03:22:00	-70.06	-75.8	-74.98
367	2020-10-01 03:23:00	-69.95	-75.64	-74.93
368	2020-10-01 03:24:00	-69.95	-75.7	-74.93
369	2020-10-01 03:25:00	-69.89	-75.86	-74.82
370	2020-10-01 03:26:00	-69.89	-75.7	-74.76
371	2020-10-01 03:27:00	-70.22	-75.8	-75.09
372	2020-10-01 03:28:00	-69.73	-75.7	-74.82
373	2020-10-01 03:29:00	-69.95	-75.8	-74.82
374	2020-10-01 03:30:00	-70.06	-75.8	-75.09
375	2020-10-01 03:31:00	-69.89	-75.64	-74.82
376	2020-10-01 03:32:00	-70	-75.64	-74.98
377	2020-10-01 03:33:00	-69.67	-75.91	-74.87
378	2020-10-01 03:34:00	-70.06	-75.86	-75.15
379	2020-10-01 03:35:00	-70.17	-75.8	-74.98
380	2020-10-01 03:36:00	-70.11	-75.86	-74.98
381	2020-10-01 03:37:00	-70.22	-75.7	-74.93
382	2020-10-01 03:38:00	-70	-75.97	-74.93
383	2020-10-01 03:39:00	-69.78	-75.86	-74.93
384	2020-10-01 03:40:00	-70.11	-76.02	-74.98
385	2020-10-01 03:41:00	-69.89	-75.86	-74.98
386	2020-10-01 03:42:00	-70.17	-75.7	-74.82
387	2020-10-01 03:43:00	-70.06	-75.8	-74.87
388	2020-10-01 03:44:00	-70.11	-75.8	-74.98
389	2020-10-01 03:45:00	-70	-75.91	-74.93
390	2020-10-01 03:46:00	-69.89	-75.64	-74.76
391	2020-10-01 03:47:00	-70.22	-75.97	-75.31
392	2020-10-01 03:48:00	-70.22	-75.8	-74.87
393	2020-10-01 03:49:00	-70.17	-75.91	-74.93
394	2020-10-01 03:50:00	-70.28	-75.86	-75.09
395	2020-10-01 03:51:00	-70.22	-75.86	-75.04
396	2020-10-01 03:52:00	-70.11	-75.8	-75.2
397	2020-10-01 03:53:00	-70	-75.8	-74.93
398	2020-10-01 03:59:00	-70.11	-75.91	-75.15
399	2020-10-01 03:59:00	-70.11	-75.91	-75.15
400	2020-10-01 04:00:00	-70.17	-75.86	-75.09
401	2020-10-01 04:01:00	-70.17	-75.97	-75.15
402	2020-10-01 04:02:00	-70.06	-75.8	-75.15
403	2020-10-01 04:03:00	-70.44	-75.97	-75.31
404	2020-10-01 04:04:00	-70.22	-75.97	-75.04
405	2020-10-01 04:05:00	-70.28	-75.86	-75.09
406	2020-10-01 04:06:00	-70.11	-76.02	-75.09
407	2020-10-01 04:07:00	-70.17	-75.97	-75.09
408	2020-10-01 04:08:00	-70.28	-76.02	-75.31
409	2020-10-01 04:09:00	-70.11	-75.91	-75.31
410	2020-10-01 04:10:00	-70.11	-75.91	-75.04
411	2020-10-01 04:11:00	-70.11	-76.08	-75.31
412	2020-10-01 04:12:00	-70.28	-75.97	-75.2
413	2020-10-01 04:13:00	-70.49	-76.08	-75.37
414	2020-10-01 04:14:00	-70.22	-75.97	-75.31
415	2020-10-01 04:15:00	-70.44	-75.91	-75.42
416	2020-10-01 04:16:00	-70.33	-76.13	-75.2
417	2020-10-01 04:17:00	-70.17	-76.13	-75.2
418	2020-10-01 04:18:00	-70.22	-76.13	-75.31
419	2020-10-01 04:19:00	-70.17	-76.02	-75.15
420	2020-10-01 04:20:00	-70.49	-76.13	-75.31
421	2020-10-01 04:21:00	-70.28	-76.02	-75.37
422	2020-10-01 04:22:00	-70.44	-75.8	-75.2
423	2020-10-01 04:23:00	-70.28	-76.13	-75.15
424	2020-10-01 04:24:00	-70.33	-76.02	-74.98
425	2020-10-01 04:25:00	-70.33	-76.13	-75.2
426	2020-10-01 04:26:00	-70.28	-76.02	-75.31
427	2020-10-01 04:27:00	-70.33	-76.13	-75.15
428	2020-10-01 04:28:00	-70	-75.97	-75.31
429	2020-10-01 04:29:00	-70.82	-75.97	-75.2
430	2020-10-01 04:30:00	-70.33	-76.19	-75.15
431	2020-10-01 04:31:00	-70.44	-76.13	-75.2
432	2020-10-01 04:32:00	-70.49	-75.97	-75.37
433	2020-10-01 04:33:00	-70.33	-76.08	-75.31
434	2020-10-01 04:34:00	-70.22	-76.13	-75.09
435	2020-10-01 04:35:00	-70.22	-76.08	-75.2
436	2020-10-01 04:36:00	-70.28	-76.19	-75.2
437	2020-10-01 04:37:00	-70.28	-76.19	-75.42
438	2020-10-01 04:38:00	-70.17	-75.97	-75.15
439	2020-10-01 04:39:00	-70.44	-76.02	-75.2
440	2020-10-01 04:40:00	-70.55	-76.41	-75.15
441	2020-10-01 04:41:00	-70.22	-76.08	-75.31
442	2020-10-01 04:42:00	-70.49	-76.41	-75.37
443	2020-10-01 04:43:00	-70.11	-76.13	-75.09
444	2020-10-01 04:44:00	-70.49	-76.24	-75.2
445	2020-10-01 04:45:00	-70.28	-76.19	-75.31
446	2020-10-01 04:46:00	-70.28	-76.08	-75.31
447	2020-10-01 04:47:00	-70.33	-76.24	-75.37
448	2020-10-01 04:48:00	-70.22	-76.13	-75.42
449	2020-10-01 04:49:00	-70.44	-76.08	-75.48
450	2020-10-01 04:50:00	-70.28	-76.13	-75.31
451	2020-10-01 04:51:00	-70.17	-76.02	-75.53
452	2020-10-01 04:52:00	-70.44	-76.24	-75.48
453	2020-10-01 04:53:00	-70.33	-76.08	-75.2
454	2020-10-01 04:54:00	-70.71	-76.24	-75.48
455	2020-10-01 04:55:00	-70.44	-76.35	-75.2
456	2020-10-01 04:56:00	-70.33	-76.24	-75.48
457	2020-10-01 04:57:00	-70.49	-76.35	-75.48
458	2020-10-01 04:58:00	-70.49	-76.19	-75.42
459	2020-10-01 04:59:00	-70.44	-76.02	-75.37
460	2020-10-01 05:00:00	-70.55	-76.41	-75.42
461	2020-10-01 05:01:00	-70.33	-76.19	-75.48
462	2020-10-01 05:02:00	-70.66	-76.02	-75.37
463	2020-10-01 05:03:00	-70.44	-76.35	-75.53
464	2020-10-01 05:04:00	-70.44	-76.08	-75.31
465	2020-10-01 05:05:00	-70.44	-76.19	-75.2
466	2020-10-01 05:06:00	-70.44	-76.24	-75.48
