idx	dt	s1	s2	s3
2772	2020-10-02 20:24:00	-70.33	-75.59	-74.93
2773	2020-10-02 20:25:00	-70.17	-75.59	-74.93
2774	2020-10-02 20:26:00	-70.33	-75.64	-74.87
2775	2020-10-02 20:27:00	-70.33	-75.59	-74.82
2776	2020-10-02 20:28:00	-70.55	-75.64	-74.76
2777	2020-10-02 20:29:00	-70.33	-75.7	-74.98
2778	2020-10-02 20:30:00	-70.28	-75.59	-74.98
2779	2020-10-02 20:31:00	-70.33	-75.7	-74.98
2780	2020-10-02 20:32:00	-70.44	-75.7	-74.82
2781	2020-10-02 20:33:00	-70.33	-75.64	-74.87
2782	2020-10-02 20:34:00	-70.22	-75.7	-75.04
2783	2020-10-02 20:35:00	-70.49	-75.53	-74.76
2784	2020-10-02 20:36:00	-70.33	-75.8	-74.76
2785	2020-10-02 20:37:00	-70.33	-75.86	-74.98
2786	2020-10-02 20:38:00	-70.44	-75.8	-75.04
2787	2020-10-02 20:39:00	-70.33	-76.02	-74.93
2788	2020-10-02 20:40:00	-70.33	-75.64	-75.04
2789	2020-10-02 20:41:00	-70.28	-75.59	-74.82
2790	2020-10-02 20:42:00	-70.22	-75.48	-74.93
2791	2020-10-02 20:43:00	-70.33	-75.53	-75.09
2792	2020-10-02 20:44:00	-70.33	-75.64	-74.93
2793	2020-10-02 20:45:00	-70.28	-75.8	-74.87
2794	2020-10-02 20:46:00	-70.28	-75.53	-75.09
2795	2020-10-02 20:47:00	-70.44	-75.59	-74.93
2796	2020-10-02 20:48:00	-70.44	-75.53	-74.82
2797	2020-10-02 20:49:00	-70.28	-75.53	-74.98
2798	2020-10-02 20:50:00	-70.33	-75.59	-75.04
2799	2020-10-02 20:51:00	-70.22	-75.53	-74.66
2800	2020-10-02 20:52:00	-70.55	-75.64	-74.93
